username,acctdesc,location,following,followers,totaltweets,timestamp,retweetcount,favcount,text
socallyellowob1,I am a young guy who is born and living in Hong Kong. Our government said we had no stake in the society and the hk police called us yellow objects.,,22,5,860,2019-10-01 16:20:37,243,850,"Look at how the #HKprotesters were arrested in a queue. A few girls were shouting ""Look at this way!"" in this video clip, in order to recognize their faces which is to avoid those protesters to become a group of ""missing people"". #HongKongProtests
#HongKongPoliceState https://t.co/LBNfI7S352"
wai_him,,,35,6,93,2011-03-06 10:39:52,4959,51,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
pepeonfire,"We are all in the gutter, but some of us are looking at the stars. https://t.co/vdpO29M2PI",,360,276,1867,2010-01-23 07:38:19,7,1718,"Many young girls were arrested in Wan Chai this evening.

Over the past months, female protesters were reported to have been sexually assaulted or even raped by #HKPolice.

To protect those girls, please spread the news to international platform 🙏🏻

#HKPoliceState https://t.co/qY1yUB98Kp"
EileanS,Love lifestyle。Love freedom。Be your own boss。Retire Young & Retire Rich。Business Coach。Dream Chaser。,Hong Kong,77,57,200,2015-03-31 06:58:49,0,363,"Today at 20:00 in CWB, reporters found at least 6-7 undercover getting into the police van. They dressed like protestors. #HKPoliceTerrorism #hkPoliceBrutality #HKPoliceState https://t.co/kJiX7lO3IC"
hongkong190831,Five Demands Not One Less #followbackhongkong,,16,30,1798,2019-09-03 08:01:19,136,1973,Execution-style shooting: People originally was heading to Central for the rallies. They were already running and shouting for help. #HKPoliceTerrorism #hkpolicebrutality https://t.co/FzHtUGM6h6
sumsum63747113,#FollowBackHongKong #StandWithHongKong,,26,2,64,2019-09-29 01:34:44,809,58,"Osman Cheng, candidate running for Shatin District Council, was arrested in a pro-democracy election rally in Victoria Park lawn. Teargas was deployed too, but supporters persevered or a stampede could have happened. #HongKongProtests #HongKong #PoliceState https://t.co/YGzM4ePmMJ"
choman8,,,30,4,122,2013-02-14 09:18:58,2530,44,"1. this happened in New Zealand
2. this did not happen because of 
#halloween2019 
PM @jacindaardern，why would ur country allow Chinese Amy marching on street &amp; intimatng others people supporting HongKong‘s protest
#StandWithHongKong

https://t.co/IKtQ2H2IsO"
k_freehk,#四次元 #followbackhongkong #五大訴求缺一不可 #光復香港時代革命,,355,216,2599,2012-10-18 18:17:18,232,3721,"A black-clad couple in masks attempt to flee as police reopen a cordon.

They are chased by riot police who apprehend them &amp; push reporters back, amid angry chants from onlookers. #HongKongProtests #hongkong #antiELAB https://t.co/XYbX9n1DaP https://t.co/y1jayQASpY"
ewvXGdT46ci7XJ8,,,36,2,20,2019-08-20 03:59:58,206,18,"In a corridor next to a Playground in WanChai, police have subdued some 50 protesters. 

Threatening them with pepper spray &amp; pointing rubber bullet guns at them, they force them to kneel down &amp; raise their hands at the same time like a concentration camp

#Chinazi #HKPoliceState https://t.co/R1euk4ex38"
reallala77,"Hong Kong Australian, Real Madrid Supporter
#PrayForHongKong #followbackHongkong","Sydney, New South Wales",130,28,962,2019-08-24 01:18:31,121,1366,Riot police hit and run arrests of #HongKong protestors. The scene now. My BBC colleague was pushed by the police while filming. #China https://t.co/kor7ql7tWJ
sundysasa,,,1584,509,31775,2019-08-22 09:11:37,1,15862,@joshuawongcf That’s #HongKong. How can bare hands people going to join #HongKongProtests have to be treated like this? #ShameOnHongKongPolice #StandWithHongKong https://t.co/4A4TSqKWcL
TheOskaCKH_,,,62,24,1215,2016-02-24 02:43:01,623,1678,"People are “meeting candidates” for the upcoming local elections, meaning they can gather without police approval. In the coming hours protestors plan to march through the city and we’ll see how the mood in #HongKong changes. #China https://t.co/AAnoScXtUg"
Tony80016548,Fight for Freedom,Hong Kong,179,102,277,2019-10-16 17:00:50,0,401,"#HongKong is under the #CivilWar 
#HongKongProtesters 
#HongKongPolice #PoliceState #PoliceBrutality #chinazi #AntiCCP 
#antichinazi #realDonaldTrump #Obama #MichelleObama https://t.co/H9RTDkb56l"
KeiTa58848873,,,6,0,256,2019-10-06 14:57:10,1536,248,"Even Victoria Park has been teargassed.

District Elections candidates holding campaigns inside the park have been pepper sprayed, with one candidate being arrested.

They r within their rights and police has no grounds in arresting or stopping their campaigns.

#hkpolicestate https://t.co/5HSa3GeIkr"
hk_lets,"Democracy for Hong Kong🇭🇰
5 demands, not 1 less",,75,6,158,2019-10-01 07:28:57,623,127,"People are “meeting candidates” for the upcoming local elections, meaning they can gather without police approval. In the coming hours protestors plan to march through the city and we’ll see how the mood in #HongKong changes. #China https://t.co/AAnoScXtUg"
makgoby,,,10,1,480,2019-09-01 13:32:06,320,383,"Quite a sizable number out now #HongKongProtests. Bonnie Leung, @chrf_hk, is the guest speaker. She is giving updates about the protests, discussing attacks on Jimmy Sham. https://t.co/SwHOaXsInm"
jimluioc,A Hong Kong protester fighting for freedom.,Hong Kong,324,121,178,2015-06-03 02:00:58,104,219,"https://t.co/wmhAKhnyYB

Today, in CausewayBay, a tear gas was melt on the floor and merged with the yellow line!

#HongKong riot police are now using the #MadeinChina tear gas and they fire them crazily. The health and safety of #HongKongers are in great danger.

#HKPoliceState"
Bondy82422070,香港人,,435,334,12915,2019-08-05 07:35:34,55,13524,"Arrest without a reason and search without a warrant has become a norm in Hong Kong.
#HKPoliceTerrorism #HKPoliceState 
Photo credit: hkerstandwithhk https://t.co/b70iBUBiZo"
abcdogcatcat,,,297,123,1432,2018-05-19 12:38:35,320,330,"Quite a sizable number out now #HongKongProtests. Bonnie Leung, @chrf_hk, is the guest speaker. She is giving updates about the protests, discussing attacks on Jimmy Sham. https://t.co/SwHOaXsInm"
Paula81975754,願榮光歸香港,,69,22,254,2019-09-28 13:44:34,462,250,"#HongKongPolice wants to kill the Hong Kong reporters.
#HongKong #HongKongPoliceState #hongkongpolicebrutality #StandwithHonKong #FreeHongKong https://t.co/quz4H3JT92"
RyanLam46857468,"Liberate Hong Kong, the revolution of our times. 愛自由，愛香港. #StandwithHongKong",,602,228,2037,2019-09-15 03:21:31,1686,3756,"Riot police arrived in police car and charged into Southorn Playground, randomly tackled a young girl to the ground.

A few dozen citizens were also charged upon and detained behind the gates for no reason.

Insanity.

#HKPoliceState 
#StandWithHongKong 

Source : @StandNewsHK https://t.co/I66qYzDEAL"
KinmenQuemoy,"Kinmen Rising Project, la risorsa italiana sulle isole di Kinmen 金門 JīnMén. Sospeso tra 🇹🇼e 🇨🇳, la sua natura, cultura e storia #CPBL #富邦悍將 #IblameFrankie ⚾️","On the sofa, watching 富邦悍將 & drinking beer",86,183,40220,2013-02-07 12:01:43,2530,334,"1. this happened in New Zealand
2. this did not happen because of 
#halloween2019 
PM @jacindaardern，why would ur country allow Chinese Amy marching on street &amp; intimatng others people supporting HongKong‘s protest
#StandWithHongKong

https://t.co/IKtQ2H2IsO"
CS09920504,A HKer,,14,0,71,2019-10-05 09:00:57,475,117,@SolomonYue police hit firemen😓😫#MakeHongKongGreatAgain #LiberateHK #HongKongProtests #HongKongAutonomy https://t.co/elbGytRfqy
sundysasa,,,1584,509,31775,2019-08-22 09:11:37,1263,15862,Exercising freedom of assembly has become increasingly difficult as police in HK holds tighter grip in recent months. Yet we’re not giving up our constitutional rights.  #StandWithHK https://t.co/07Ln09SRyr
nghochingkai,,,33,6,528,2011-12-23 17:34:47,824,435,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
sh_a_ng,Cat and just a cat 🐈🐈🐈 🇭🇰🇭🇰🇭🇰,Hong Kong,513,285,3909,2014-02-08 02:04:23,0,4301,"@robert_spalding @NBA @KingJames @mcuban He is a wonderful military officer with righteousness !
Thank you for his supports !!! 💪💪💪
#StandWithHongKong"
FrancesCheng10,.,,11,0,48,2019-08-19 13:56:09,1507,11,Police usher people arrested at Southorn Playground in Wan Chai onto a coach. Onlookers tell them to look at the camera and shout out their names. #HongKong #HongKongProtests #antiELAB https://t.co/X4hvT5z2aT
gwongfuk_honkon,"Christoper, or simply just Chris.",,24,1,65,2019-10-31 16:22:55,1536,67,"Even Victoria Park has been teargassed.

District Elections candidates holding campaigns inside the park have been pepper sprayed, with one candidate being arrested.

They r within their rights and police has no grounds in arresting or stopping their campaigns.

#hkpolicestate https://t.co/5HSa3GeIkr"
fishshrimpcrab,,,81,68,2219,2018-07-09 16:01:10,939,1120,"If #JoshuaWong cannot run in #HongKong’s elections, it shows that HK doesn’t even have a FAKE democracy.

It’s just a dictatorship under the control of #China’s puppet, #CarrieLam.
#StandWithHK https://t.co/9GladbUQCK"
miumiu969,,,96,8,900,2016-12-14 23:16:27,406,1330,"Riot police retreat after intervening in a peaceful, authorised demonstration in Tsim Sha Tsui. Hundreds were in silent prayer when officers arrived demanding people remove facemasks. #hongkong #hongkongprotests #antiELAB https://t.co/ppycgx1Yzh"
Nana_hairy,"HongKonger 😷😷😷#科勞手足
見日常生活post可能會亂入，請用平常心對待。
MUST read：
1. https://t.co/vdpO29M2PI 
2. https://t.co/JBUzLDrmyd 

訂咗四隻黏土人所以冇諗住死，除咗想見到六大訴求之外最大的願望系畢到業。",Hong Kong ,649,351,2719,2017-09-17 07:58:38,387,12590,"#HongKongPolice threw a tear gas grenade near Southorn Playground, which detonated right above them and they were severely gassed.

A riot police was kneeling in great pain after inhaling tear gas.

#HongKong
#HongKongProtests
Source:
Stand News
https://t.co/Lr2OIASVo7 https://t.co/f7bGRr0H4J"
lamdodo2,#FollowbackHongKong #StandWithHongKong,,231,65,271,2019-10-08 10:42:07,1153,40,"#BREAKING: Dubbed as the #AirportUncle standing between #Police and #Protesters in the Int. Airport in Aug, Richard Chan running for upcoming Nov #TaiPo District Council Election is under arrest. Over hundreds of candidates gathered in Victoria Park this afo. #HongKongProtests https://t.co/v2d6YDyR4B"
FlyHighCC,"Hong Kong desperately need help! If you are foreign journalist and wants to learn more about what's happening in HK, feel free to message me! #科勞手足",Hong Kong,404,451,183,2015-07-08 03:55:48,599,329,"Marching down Market street with shouts of ""5 demands, not 1 less"" #HongKongProtests https://t.co/629a8an689"
bryanchung510,"A Christian who loves justice, freedom, democracy and Hong Kong. 光復香港，時代革命 #FollowBackHongKong #手足互科 #手足科勞","Texas, USA",377,236,3864,2019-09-04 21:58:24,834,1311,"Police arrest Richard Chan, a candidate in district elections in Tai Po, as they clean his eyes after local media says he was pepper sprayed. 

Chan was dubbed ""airport uncle"" after he stood between police and youngsters at an airport protest earlier this summer #HongKongProtests https://t.co/QHUjsTD2eY"
atlashongkong1,A liberal conservative who firmly support liberty and justice!,"New York, USA",1003,345,6140,2019-10-05 18:36:28,1510,10128,Police usher people arrested at Southorn Playground in Wan Chai onto a coach. Onlookers tell them to look at the camera and shout out their names. #HongKong #HongKongProtests #antiELAB https://t.co/X4hvT5z2aT
princessyanny,,,535,338,19177,2010-05-13 03:33:11,435,7298,"A fireman argued with #HongKongPolice because the police shot tear gas at the fire engine.

The police responded ""what the f**k did you say"", shoved the fireman into a wall, &amp; drove journalists at the scene away by pepper spraying them.

#HongKong
#HongKongProtests https://t.co/2yCPSro7oP"
cloudcloud0055,Dreamer,,36,1,125,2019-10-11 02:39:19,1537,10,"Even Victoria Park has been teargassed.

District Elections candidates holding campaigns inside the park have been pepper sprayed, with one candidate being arrested.

They r within their rights and police has no grounds in arresting or stopping their campaigns.

#hkpolicestate https://t.co/5HSa3GeIkr"
socallyellowob1,I am a young guy who is born and living in Hong Kong. Our government said we had no stake in the society and the hk police called us yellow objects.,,22,5,861,2019-10-01 16:20:37,181,851,"[112 Rally] In today’s originally peaceful #SOSHK rally, #HKPolice fires multiple tear gas around the heart  of the city, near residential buildings, malls and  parks
#StandWithHongKong #PoliceBrutality https://t.co/4f96gcnjVT"
TheOskaCKH_,,,62,24,1215,2016-02-24 02:43:01,811,1678,"Osman Cheng, candidate running for Shatin District Council, was arrested in a pro-democracy election rally in Victoria Park lawn. Teargas was deployed too, but supporters persevered or a stampede could have happened. #HongKongProtests #HongKong #PoliceState https://t.co/YGzM4ePmMJ"
ChanWming,"Hong Kong, part of my life
https://t.co/dAHvbwZ9Tj",,674,305,1246,2019-07-22 04:19:44,0,876,People in a park is illegal assembly. What the he'll. #HKPoliceTerrorism #PoliceState https://t.co/HNggdKyp2F
sumsum63747113,#FollowBackHongKong #StandWithHongKong,,26,2,64,2019-09-29 01:34:44,625,58,"People are “meeting candidates” for the upcoming local elections, meaning they can gather without police approval. In the coming hours protestors plan to march through the city and we’ll see how the mood in #HongKong changes. #China https://t.co/AAnoScXtUg"
ddTam1438,,,157,90,3466,2014-06-23 08:17:45,12,4561,"Time to practice my Cantonese.
好正!好正!
Make it clearly political.
#HongKongProtests #antichinazi 
#FreeHongKong #HongKongProtest https://t.co/mXs1n6RN2m"
Francis36193371,"I m HongKonger • 
Democracy • Freedom • Justice !!",Hong Kong,242,118,671,2019-09-05 11:10:33,0,696,"@fktws @AFP @ABC @BBCWorld @CNN @CBCNews @dwnews @Reuters @FT @nytimesworld @tictoc 
Now, the riot #HKPolice push the #firefighters . In fact, the police fire tear gas on the fireman car a minutes ago.
#HongKongProtests"
Athena59233833,,Hong Kong ,206,108,972,2019-08-17 06:27:12,0,1335,"@joshuawongcf A corrupted HK government allows this #HKPoliceBrutality happen. 
#FightForFreedom https://t.co/zYaVDhc0Ct"
MandyLeeDUBHKG,,,1367,2129,20278,2018-01-07 16:59:15,1,40857,@galileocheng You know this is #HKPolicestate where the #HKPoliceTerrorists are shooting tear gas at fire trucks &amp; attacking firefighters
5inghk2,"#FIGHTFORFREEDOM
#STANDWITHHONGKONG",,5,0,26,2019-10-19 11:31:43,808,30,"Riot police arrested a number of pro-democracy District. Council candidates holding election rallies in Victoria Park.

Photo: USP. #hongkong https://t.co/kd0ZiDLpaK"
ChengClive1,Middle aged man 照顧老人家及孩子 #hongkonger,HKYTM,3107,1123,4433,2018-08-29 08:45:49,4960,4168,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
HKDino1,"Love Home Kong🇭🇰 Click the link below to see what's happening in HK⬇️ 五大訴求 缺一不可 Five Demands, Not One Less",Hong Kong,740,493,448,2019-08-20 02:33:12,1686,1157,"Riot police arrived in police car and charged into Southorn Playground, randomly tackled a young girl to the ground.

A few dozen citizens were also charged upon and detained behind the gates for no reason.

Insanity.

#HKPoliceState 
#StandWithHongKong 

Source : @StandNewsHK https://t.co/I66qYzDEAL"
jason00005636,,,0,3,674,2012-10-20 12:14:32,4960,626,"Man driving by in a Porsche was pulled out of his car and arrested by a dozen riot police, only for playing “Glory to Hong Kong” in his car.

Kid was asking the woman shooting the video : “Why was he arrested only for playing a song?”

#HKPoliceState 
#StandWithHongKong https://t.co/qn4whKuacW"
Leonsun89149532,"Hong Konger 🇭🇰  
Fight For Freedom           
Dissolve The Police, Admit No Delay

             Liberate Hong Kong 
The Revolution Of Our Times",,112,25,456,2019-08-21 01:24:08,462,452,"#HongKongPolice wants to kill the Hong Kong reporters.
#HongKong #HongKongPoliceState #hongkongpolicebrutality #StandwithHonKong #FreeHongKong https://t.co/quz4H3JT92"
jenisa49914152,"Hongkonger #protect  🇭🇰 liberate Hong Kong, the revolution of our time #愿榮光歸香港",,532,372,1103,2019-07-26 05:43:59,22,1798,"#HongKong DC candidates are arrested and assaulted in a election campaign. The legislation system is dead. 

#PoliceState
Source: https://t.co/nZR6cOtYwy https://t.co/2xGK223laA"
FRANKIEHKGUY,#STANDWITHHONGKONG,,4376,3166,6584,2019-07-29 18:26:32,65,6265,"Unlike other brand, #MadeInChina Tear Gas grenade actually BURST INTO FLAMES🔥 

With #HKPolice constantly firing at point-blank range, this is definitely a *lethal weapon* used by #HKPoliceTerrorists!

State-supported #HKPoliceTerrorism 
#HongKongProtests
https://t.co/zIsa94pd2X"
gwongfuk_honkon,"Christoper, or simply just Chris.",,24,1,65,2019-10-31 16:22:55,1153,67,"#BREAKING: Dubbed as the #AirportUncle standing between #Police and #Protesters in the Int. Airport in Aug, Richard Chan running for upcoming Nov #TaiPo District Council Election is under arrest. Over hundreds of candidates gathered in Victoria Park this afo. #HongKongProtests https://t.co/v2d6YDyR4B"
nglemon,,香港,64,0,64,2009-09-01 14:54:58,808,138,"Riot police arrested a number of pro-democracy District. Council candidates holding election rallies in Victoria Park.

Photo: USP. #hongkong https://t.co/kd0ZiDLpaK"
ewvXGdT46ci7XJ8,,,36,2,20,2019-08-20 03:59:58,91,18,"#BlizzCon   Look at the support for #HongKong and @blitzchungHS!

Earlier today #Blizzard President apologized for handling the HK situation poorly and said they didn't live up to the standards they set for themselves

#StandWithHongKong #HongKongProtests

https://t.co/aDcPIziZJx"
Arakelovlol,"ASU Business, HongKonger",,1143,987,1392,2015-02-24 05:16:19,388,1466,"#HongKongPolice threw a tear gas grenade near Southorn Playground, which detonated right above them and they were severely gassed.

A riot police was kneeling in great pain after inhaling tear gas.

#HongKong
#HongKongProtests
Source:
Stand News
https://t.co/Lr2OIASVo7 https://t.co/f7bGRr0H4J"
nobody16603575,,,12,16,1208,2019-06-30 16:09:25,50,118,"Residents chant ""black cops"" and ""go away"" as police retreat southwards. #hongkong #hongkongprotests #antiELAB https://t.co/SYCmx6APtI"
q24hpexHeqpCUvm,,,121,160,20380,2019-09-05 16:23:30,1186,18275,"Police have fired multiple rounds of tear gas into Victoria Park, where hundreds, if not thousand of people were gathering peacefully to support the ongoing pro-democracy movement. #HongKong https://t.co/YgAxoQnRSy"
sasa59602999,"Hongkonger 🇭🇰
Travel Lover
#StandwithHongKong",,157,68,651,2019-10-01 10:47:55,714,888,"BREAKING! 
Made-in- #China tear gas canister got on fire suddenly!
It's highly unstable and flammable! Its quality is doubtful! I can't imagine what kind of causality #HongKongPolice want to create with these low quality weapons! 

#HongKongProstesters 
#StandWithHongKong #CCP https://t.co/DmkLuItT1l"
Fbcks1,"Five demands,not one less #StandwithHongKong",,154,91,578,2019-08-31 03:30:12,356,680,"Today, @uffeelbaek raised the attack on fundamental human right in Hong Kong with the Danish minister of foreign affairs. We stand with Hong Kong #StandWithHongKong #standwithHK #dkpol https://t.co/F08uPVGW1H"
lapsapryan,#hongkong #hongkonger #followbackhongkong #fightforfreedom #standwithhongkong,,145,55,154,2019-10-11 03:28:24,825,71,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
ELLEHCIM_F,,,1,0,37,2010-12-03 14:32:23,1153,34,"#BREAKING: Dubbed as the #AirportUncle standing between #Police and #Protesters in the Int. Airport in Aug, Richard Chan running for upcoming Nov #TaiPo District Council Election is under arrest. Over hundreds of candidates gathered in Victoria Park this afo. #HongKongProtests https://t.co/v2d6YDyR4B"
MoMo06842640,,,32,5,125,2019-10-26 16:17:15,8,123,"@_standwith_hk @hkpoliceforce @SolomonYue @SpeakerPelosi @realKyleOlbert @RepRickCrawford Eveil #hkpoliceterrorist 
He’s a district election candidate in the legal gathering. Crazy police fired tear gas in the park, making a terror attack like scene and everyone there was suffering the tear gas! This candidate’s face is full of tear gas! Stop attacking and arresting https://t.co/iKlkaxYf8T"
ck20194,,,0,6,555,2019-09-07 17:24:25,465,24,"HK police Chinazi??
Why would this happen in 2019 HK..

Its crazy ridiculous... speechless.. 

@SolomonYue @HawleyMO @SenRubioPress 

#chinazi #nazi #antichinazi #CPP #PoliceState #HKPoliceTerrorism #HKPoliceBrutality #FreeHK #HKprotests #甴近平 https://t.co/EN4CtcSXAW"
Antoinettelyu1,StandWithHonhKong,,211,13,17,2019-10-24 12:09:48,162,17,"#China-made teargas canister stuck in the road. Citizen tried to pull it out, but failed
Credit - @hkgetv 
#PoliceState #StandWithHongKong #FreeHongKong #HongKong #HongKongProtests https://t.co/IkyHfFtrPH"
Freeasa99584134,Free as a bird,,15,4,607,2019-10-14 17:12:22,9,191,"@joshuawongcf There were 2 peaceful rally with Non-objection letter issued by HK police. But the police fired tear gas at peaceful demonstrators and first aiders, reporters and firefighters and passersby. The police are just crazy. They shot everyone!
#HKPoliceTerrorism 
#HKPoliceState"
Hairless_object,https://t.co/vdpO29M2PI hkpepe #FollowBackHongKong Please pass the Hong Kong Human Rights and Democracy Act as soon as possible.,,1878,2459,4874,2019-08-21 06:05:54,92,4452,This rat was not moving. People thought it might have been teargassed too. #HKprotests #HKPolice #HongKong #HongKongProtests #HongKongProtesters #HongKongProtest https://t.co/HLvSg7U7Uc
nobody16603575,,,12,16,1208,2019-06-30 16:09:25,72,118,"Four arrestees are loaded onto a police van at Tak Hing Street, as onlookers complain they are being given contradictory instructions. #hongkong https://t.co/iZSEZ3m9WW"
hong8233,We are Hongkonger,,13,3,233,2019-09-04 16:26:56,222,74,"Special Tactical Squad (""raptors"") and riot police charge down Hennessy Road and fire tear gas. However, most protesters have scattered and no arrest was made this time. #HongKongProtests #HongKong #antiELAB https://t.co/CkXIAsiAXr"
leigheavens,U may say I’m a dreamer but I’m not the only one #StandWithHK➡️https://t.co/WzqqzGYkAB➡️https://t.co/HC92VkfSYW➡️https://t.co/dE8aAO4ck8⬇️➡️https://t.co/bL6SaD2a5w,,980,600,3839,2019-08-17 04:18:30,158,4501,Brutal suppression of HK elections by HK police under the instruction of CCP and Carrie Lam! #HKPoliceBrutality illegally stop the candidates' public meeting and march of election and arrest them. No basic human rights even the candidate of election now! https://t.co/96v7aQYyvT
SCMPNews,"The South China Morning Post brings you news and analysis about Hong Kong, China and the rest of Asia.",Hong Kong,371,678471,245385,2009-03-12 08:51:50,3,438,#LIVE: Scenes from Causeway Bay https://t.co/1oQmo8GYKh #hongkongprotests Photos: SCMP/Xiaomei Chen https://t.co/L5ktkYXnSZ
HKfreedom190831,"#StandwithHongKong
#FightforFreedom",hongkong,358,541,839,2013-11-22 15:04:19,162,1069,"#China-made teargas canister stuck in the road. Citizen tried to pull it out, but failed
Credit - @hkgetv 
#PoliceState #StandWithHongKong #FreeHongKong #HongKong #HongKongProtests https://t.co/IkyHfFtrPH"
Jions1,,,32,4,522,2012-09-04 05:21:48,835,370,"Police arrest Richard Chan, a candidate in district elections in Tai Po, as they clean his eyes after local media says he was pepper sprayed. 

Chan was dubbed ""airport uncle"" after he stood between police and youngsters at an airport protest earlier this summer #HongKongProtests https://t.co/QHUjsTD2eY"
cmt19819185,,,37,3,1151,2019-09-28 15:26:23,137,1213,Execution-style shooting: People originally was heading to Central for the rallies. They were already running and shouting for help. #HKPoliceTerrorism #hkpolicebrutality https://t.co/FzHtUGM6h6
NicholasChau7,#FollowBackHongKong,,78,17,1026,2019-04-24 05:15:38,496,1052,A prominent social worker surnamed Chan was tackled to the ground by riot police and is now being retained. Chan is often seen at the front lines trying to reason with riot police. A thick cloud of teargas is seen in the background. #HongKongProtests https://t.co/OwpwmIJiWa
Voodoo28885292,光復香港 時代革命 五大訴求 缺一不可 Stand with Hong Kong 香港人,,440,168,1474,2019-08-20 04:43:09,825,2192,"A firefighter arguing with riot #police after they shot the firetruck. The officer pushed the firefighter and pepper sprayed the journalists
#HongKongRioters 
#PoliceBrutality #PoliceState #StandWithHongKong #FreeHongKong https://t.co/Sc8OKK7eSr"
JessWon40581467,,,37,5,291,2019-09-08 17:58:52,435,164,"A fireman argued with #HongKongPolice because the police shot tear gas at the fire engine.

The police responded ""what the f**k did you say"", shoved the fireman into a wall, &amp; drove journalists at the scene away by pepper spraying them.

#HongKong
#HongKongProtests https://t.co/2yCPSro7oP"
super_yungwm,,,16,5,191,2014-02-15 07:05:58,0,45,"Dear World,
Dehumanization=HK police can do whatever they want.

But yet, the secretary of security still said the HK police are professional, and doing the right thing to protect HK. (35)
#HKPoliceTerrorism #hkPoliceBrutalitiy #StandWithHongKong https://t.co/fZLlsJqSXh https://t.co/pqIbtwaUiI"
stephensea5,self-reflective. always want to learn more and become better,,9,0,31,2019-10-20 05:54:15,626,30,"People are “meeting candidates” for the upcoming local elections, meaning they can gather without police approval. In the coming hours protestors plan to march through the city and we’ll see how the mood in #HongKong changes. #China https://t.co/AAnoScXtUg"
Bondy82422070,香港人,,435,334,12917,2019-08-05 07:35:34,30,13524,"Just a few moments before tear gas and water cannons were deployed on unarmed civilians, flags from all across the world waved in #HongKong with the #StarSpangledBanner playing in the background, in a bid to call out for global support #FightForFreedom #StandWithHongKong https://t.co/qejOCczYVe"
AndieMeKenna,Bonjour! Hello! Pour la liberté à #HongKong🇭🇰🇭🇰 Please #StandwithHK❤️香港人我吔煲底相見❤️,,207,569,1091,2013-11-07 11:22:57,1539,1972,"Even Victoria Park has been teargassed.

District Elections candidates holding campaigns inside the park have been pepper sprayed, with one candidate being arrested.

They r within their rights and police has no grounds in arresting or stopping their campaigns.

#hkpolicestate https://t.co/5HSa3GeIkr"
the50person,VJ | tumblr | dramas | films | wuxia | sarcasm | languages | linguistics | taking planes | SaD | Psycho Drama @_tMF,☁接天莲叶无穷碧，映日荷花别样红,502,190,170518,2011-02-08 07:47:23,164,3352,"Auntie at Victoria Park lays it on the #HKPolice.  I couldn't pick up everything she said, but parts of it included:

1. Popo worse than cockroaches
2. Taking taxpayer money to hurt HKers
3. The usual female anatomy insults

#StandWithHongKong #HongKongProtests https://t.co/sLenhaYh7r"
teaislove_tea,"HongKonger
5 demands
Not one less",,134,155,719,2013-02-15 11:57:53,0,538,"@joshuawongcf Hong Kong police are terrorists
please sanction them now 
stop them from hurting and even killing the citizens

#StandWithHongKong"
YTChan31044878,"a Hongkonger, hate communists 😷",Hong Kong,592,263,3896,2019-09-01 02:53:43,1178,5098,Senator @LindseyGrahamSC thanks everyone who signed our petition to support the #HongKongProtests and the Hong Kong Human Rights &amp; Democracy Act! https://t.co/4Uiw5O0dFk
ChengClive1,Middle aged man 照顧老人家及孩子 #hongkonger,HKYTM,3107,1123,4433,2018-08-29 08:45:49,398,4168,"#Police arrested a citizen outside a barber shop. 
Owner of the #barbershop: He works here! Here is his card!
Officer: It doesn't mean he is not cockroach!
It is absolutely ridiculous that these unstable people can still be police.
#PoliceState #StandWithHongKong #FreeHongKong https://t.co/rFRGHnPpzq"
irenechan852,#LiberateHongKong #theRevolutionofOurTimes #FreeHongKong #DemocracyNow #StandwithHongKong #FightforFreedom #FollowbackHongKong #科勞手足,Hong Kong,370,186,442,2016-05-25 12:37:46,8881,1049,Today I’m introducing new legislation to impose Global Magnitsky sanctions on Beijing officials &amp; their collaborators who seek to repress Hong Kong. The situation there is urgent. Proud to be joined by @SenRickScott &amp; @JohnCornyn #StandWithHongKong https://t.co/Owa6mMcjak
art4ho,Hong Kong People,Hong Kong,229,98,316,2009-02-10 15:58:05,137,510,Execution-style shooting: People originally was heading to Central for the rallies. They were already running and shouting for help. #HKPoliceTerrorism #hkpolicebrutality https://t.co/FzHtUGM6h6
abcdogcatcat,,,297,123,1432,2018-05-19 12:38:35,248,330,"Nottingham is a city of rebellion. Think of Robin Hood, the Luddites, labour activists and unionised workers. We have a long history of struggling for liberty and justice. Please join us today and #StandWithHongKong in the fight against the Chinese Communist Party’s #autocracy https://t.co/hC4ph4RdHT"
